ID,Year,Edition,Expansion,Number,Team,Name,Points,Icons,Position1,Position2,Hand,OnBase,Out_H,HR_H,Speed,Control,Out_P,HR_P,IP,PU,SO,GB,FB,BB,Single,SinglePlus,Double,Triple,HR,Def_C,Def_1B,Def_2B,Def_SS,Def_3B,Def_LFRF,Def_CF,Icon_R,Icon_RY,Icon_G,Icon_S,Icon_SB,Icon_HR,Icon_V,Icon_20,Icon_CY,Icon_K
2839,'05,UL,Base,217,Mets,David Wright,310,R,3B+1,,R,10,6,19,12,NA,NA,NA,NA,','1,'2-3,'4-6,'7-8,'9-15,','16-18,','19+,NA,NA,NA,NA,1,NA,NA,1,,,,,,,,,
2840,'05,UL,Base,218,Yankees,Kevin Brown,320,,Starter,,R,NA,NA,NA,NA,4,16,25,6,'1-2,'3-5,'6-12,'13-16,'17-18,'19-20,','21-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2841,'00,1st,Base,218,Dodgers,Adrian Beltre,310,,3B+2,,R,8,5,19,20,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-15,'16,'17,'18,'19-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2842,'01,1st,Base,218,Dodgers,Alex Cora,50,,SS+2,,L,6,3,20,15,NA,NA,NA,NA,',','1-2,'3,'4-6,'7-14,'15,'16-17,'18-19,'20+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2843,'02,UL,Base,218,Mets,Rey Ordonez,110,,SS+4,,R,8,7,26,14,NA,NA,NA,NA,',','1-6,'7,','8-17,','18-19,'20-25,'26+,NA,NA,NA,4,NA,NA,NA,,,,,,,,,,
2844,'03,UL,Base,218,Athletics,Scott Hatteberg,140,,1B+1,,L,11,7,20,8,NA,NA,NA,NA,','1,'2-5,'6-7,'8-12,'13-18,','19,','20+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
2845,'04,UL,Base,218,Mets,Joe McEwing,10,,2B+3,SS+3,R,9,7,21,14,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-11,'12-18,','19-20,','21+,NA,NA,3,3,NA,NA,NA,,,,,,,,,,
2846,'03,UL,Base,219,Athletics,Tim Hudson,330,,Starter,,R,NA,NA,NA,NA,3,16,24,7,'1-2,'3-6,'7-14,'15-16,'17,'18-20,','21-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2847,'04,UL,Base,219,Mets,Timo Perez,10,,OF+0,,L,9,7,21,11,NA,NA,NA,NA,','1,'2-4,'5-7,'8-10,'11-18,','19-20,','21+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
2848,'05,UL,Base,219,Yankees,Miguel Cairo,240,,2B+2,,R,10,6,20,13,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-16,'17,'18,'19,'20+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2849,'00,1st,Base,219,Dodgers,Pedro Borbon,140,,Reliever,,L,NA,NA,NA,NA,5,15,NA,1,'4-5,'1-3,'6-9,'10-15,'16-18,'19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2850,'01,1st,Base,219,Dodgers,Darren Dreifort,270,,Starter,,R,NA,NA,NA,NA,3,16,20,6,'1-2,'3-7,'8-14,'15-16,'17-18,'19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2851,'02,UL,Base,219,Mets,Mike Piazza,300,,C+2,,R,11,6,18,9,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-15,','16-17,','18+,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2852,'00,1st,Base,220,Dodgers,Kevin Brown,600,,Starter,,R,NA,NA,NA,NA,5,16,NA,7,'6-8,'1-5,'9-13,'14-16,'17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2853,'01,1st,Base,220,Dodgers,Tom Goodwin,210,,CF+2,LF-RF+1,L,8,4,20,20,NA,NA,NA,NA,','1-2,'3-4,','5-9,'10-14,'15-18,','19,'20+,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
2854,'02,UL,Base,220,Mets,Glendon Rusch,150,,Starter,,L,NA,NA,NA,NA,4,15,22,5,'1-3,'4-7,'8-11,'12-15,','16-19,','20-21,','22+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2855,'03,UL,Base,220,Athletics,Billy Koch,200,RP,Closer,,R,NA,NA,NA,NA,4,16,24,1,','1-5,'6-11,'12-16,'17-19,'20-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2856,'04,UL,Base,220,Mets,Jason Phillips,260,R,1B+0,C+6,R,11,6,20,8,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-16,','17-19,','20+,6,0,NA,NA,NA,NA,NA,1,,,,,,,,,
2857,'05,UL,Base,220,Yankees,Tom Gordon,300,,Reliever,,R,NA,NA,NA,NA,6,17,26,1,'1-3,'4-9,'10-15,'16-17,'18,'19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2858,'05,UL,Base,221,Yankees,Derek Jeter,300,G,SS+4,,R,10,6,20,18,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-15,'16,'17-19,','20+,NA,NA,NA,4,NA,NA,NA,,,1,,,,,,,
2859,'00,1st,Base,221,Dodgers,Mark Grudzielanek,300,,SS+1,,R,9,5,20,15,NA,NA,NA,NA,','1,'2-4,'5,'6-7,'8-17,','18,'19,'20+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
2860,'01,1st,Base,221,Dodgers,Shawn Green,280,,LF-RF+1,,L,8,3,19,20,NA,NA,NA,NA,','1,'2-3,','4-9,'10-13,'14,'15-17,'18,'19-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2861,'02,UL,Base,221,Mets,Tsuyoshi Shinjo,170,,OF+2,,R,9,6,20,13,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-9,'10-17,','18-19,','20+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
2862,'03,UL,Base,221,Athletics,Terrance Long,130,,CF+1,,L,8,5,20,10,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-16,','17-19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
2863,'04,UL,Base,221,Mets,Mike Piazza,350,,C+6,,R,11,5,19,8,NA,NA,NA,NA,','1,'2-3,'4-5,'6-10,'11-16,','17-18,','19+,6,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2864,'03,UL,Base,222,Athletics,Mark Mulder,500,,Starter,,L,NA,NA,NA,NA,5,16,23,7,'1,'2-5,'6-12,'13-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2865,'04,UL,Base,222,Mets,Jose Reyes,500,R,SS+4,,S,11,5,20,19,NA,NA,NA,NA,',','1-3,'4-5,'6-7,'8-14,'15-16,'17-18,'19,'20+,NA,NA,NA,4,NA,NA,NA,1,,,,,,,,,
2866,'05,UL,Base,222,Yankees,Kenny Lofton,40,,CF+1,,L,10,6,21,12,NA,NA,NA,NA,','1,'2-4,'5-6,'7-11,'12-18,','19,'20,'21+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
2867,'00,1st,Base,222,Dodgers,Dave Hansen,290,,1B-3B+0,,L,10,5,20,10,NA,NA,NA,NA,','1-2,'3,'4-5,'6-14,'15-17,','18-19,','20+,NA,0,NA,NA,0,NA,NA,,,,,,,,,,
2868,'01,1st,Base,222,Dodgers,Mark Grudzielanek,150,,2B+2,,R,8,5,NA,15,NA,NA,NA,NA,',','1-4,'5,'6-8,'9-16,'17,'18-19,'20,',NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2869,'02,UL,Base,222,Mets,Steve Trachsel,200,,Starter,,R,NA,NA,NA,NA,2,18,20,6,'1-3,'4-8,'9-14,'15-18,','19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2870,'00,1st,Base,223,Dodgers,Todd Hundley,240,,C+4,,L,6,4,14,15,NA,NA,NA,NA,','1-2,','3-4,'5-11,'12,','13,','14-20,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2871,'01,1st,Base,223,Dodgers,Dave Hansen,310,,DH,,L,9,3,18,10,NA,NA,NA,NA,','1-2,'3,','4-11,'12-14,','15-16,'17,'18-20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2872,'02,UL,Base,223,Mets,Todd Zeile,80,,1B+1,,R,11,7,23,11,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-12,'13-19,','20-22,','23+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
2873,'03,UL,Base,223,Athletics,Miguel Tejada,480,V,SS+2,,R,11,6,19,14,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-16,','17-18,','19+,NA,NA,NA,2,NA,NA,NA,,,,,,,1,,,
2874,'04,UL,Base,223,Mets,Steve Trachsel,190,,Starter,,R,NA,NA,NA,NA,3,16,24,6,'1,'2-4,'5-10,'11-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2875,'05,UL,Base,223,Yankees,Jorge Posada,320,,C+6,,S,13,7,20,9,NA,NA,NA,NA,','1-2,'3-6,'7,'8-13,'14-17,','18-19,','20+,6,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2876,'05,UL,Base,224,Yankees,Paul Quantrill,60,,Reliever,,R,NA,NA,NA,NA,2,15,27,1,'1,'2-3,'4-11,'12-15,'16,'17-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2877,'00,1st,Base,224,Dodgers,Eric Karros,360,,1B+0,,R,8,4,17,15,NA,NA,NA,NA,','1,'2,'3-4,'5-7,'8-12,'13,'14-16,','17-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2878,'01,1st,Base,224,Dodgers,Todd Hundley,150,,C+1,,S,7,5,19,15,NA,NA,NA,NA,','1-2,'3,'4-5,','6-14,'15,'16-17,'18,'19-20,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2879,'02,UL,Base,224,Yankees,Roger Clemens,440,,Starter,,R,NA,NA,NA,NA,5,16,26,7,'1-2,'3-8,'9-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2880,'03,UL,Base,224,Athletics,Barry Zito,610,"CY,20",Starter,,L,NA,NA,NA,NA,5,17,23,7,'1-2,'3-6,'7-11,'12-17,'18-19,'20-21,','22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2881,'04,UL,Base,224,Mets,Dave Weathers,80,,Closer,,R,NA,NA,NA,NA,2,16,26,1,'1,'2-6,'7-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2882,'03,UL,Base,225,Phillies,Bobby Abreu,340,,LF-RF+0,,L,13,7,20,18,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-12,'13-15,'16-17,'18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2883,'04,UL,Base,225,Mets,Ty Wigginton,150,,3B+1,,R,9,6,20,15,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-9,'10-15,'16,'17-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
2884,'05,UL,Base,225,Yankees,Mariano Rivera,240,RP,Closer,,R,NA,NA,NA,NA,5,16,27,1,'1,'2-6,'7-14,'15-16,'17,'18-23,','24-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2885,'00,1st,Base,225,Dodgers,Raul Mondesi,340,,LF-RF+1,,R,7,4,16,20,NA,NA,NA,NA,','1,'2,'3-4,'5-9,'10,'11-13,'14,'15,'16-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2886,'01,1st,Base,225,Dodgers,Eric Karros,190,,1B+0,,R,7,3,17,15,NA,NA,NA,NA,','1,','2-3,'4-8,'9-14,','15-16,','17-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2887,'02,UL,Base,225,Yankees,Derek Jeter,310,,SS+0,,R,12,7,20,19,NA,NA,NA,NA,','1,'2-6,'7,'8-10,'11-16,'17,'18-19,','20+,NA,NA,NA,0,NA,NA,NA,,,,,,,,,,
2888,'00,1st,Base,226,Dodgers,Chan Ho Park,200,,Starter,,R,NA,NA,NA,NA,4,14,NA,6,'6-8,'1-5,'9-11,'12-14,'15-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2889,'01,1st,Base,226,Dodgers,Chad Kreuter,240,,C+7,,S,9,3,20,10,NA,NA,NA,NA,','1-2,'3,','4-13,'14-18,','19,','20+,7,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2890,'02,UL,Base,226,Yankees,Nick Johnson,200,,1B+0,,L,12,7,19,8,NA,NA,NA,NA,','1-3,'4-6,'7,'8-14,'15-17,','18,','19+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2891,'03,UL,Base,226,Phillies,Marlon Anderson,150,,2B+2,,L,9,6,20,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-19,','20+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2892,'04,UL,Base,226,Yankees,Roger Clemens,520,,Starter,,R,NA,NA,NA,NA,5,17,24,7,'1-2,'3-8,'9-14,'15-17,'18,'19-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2893,'05,UL,Base,226,Yankees,Alex Rodriguez,400,,3B+2,,R,11,6,19,19,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-14,'15-17,'18,','19+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2894,'05,UL,Base,227,Yankees,Gary Sheffield,360,S,LF-RF+1,,R,12,6,19,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-11,'12-17,','18,','19+,NA,NA,NA,NA,NA,1,NA,,,,1,,,,,,
2895,'00,1st,Base,227,Dodgers,Jeff Shaw,200,,Closer,,R,NA,NA,NA,NA,6,15,NA,1,'4-6,'1-3,'7-10,'11-15,'16,'17-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2896,'01,1st,Base,227,Dodgers,Chan Ho Park,470,,Starter,,R,NA,NA,NA,NA,5,15,NA,7,'1-2,'3-7,'8-12,'13-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2897,'02,UL,Base,227,Yankees,David Justice,90,,DH,,L,10,7,19,12,NA,NA,NA,NA,','1-3,'4-6,'7,'8-12,'13-17,','18,','19+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2898,'03,UL,Base,227,Phillies,Pat Burrell,370,,LF-RF+0,,R,11,6,19,8,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,','17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2899,'04,UL,Base,227,Yankees,Chris Hammond,150,,Reliever,,L,NA,NA,NA,NA,4,16,26,1,'1-4,'5-8,'9-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2900,'03,UL,Base,228,Phillies,Brandon Duckworth,170,R,Starter,,R,NA,NA,NA,NA,2,16,21,5,'1-2,'3-8,'9-13,'14-16,'17,'18-19,','20,','21+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
2901,'04,UL,Base,228,Yankees,Derek Jeter,360,,SS+1,,R,12,6,20,13,NA,NA,NA,NA,','1-2,'3-5,'6,'7-9,'10-16,'17,'18-19,','20+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
2902,'05,UL,Base,228,Yankees,Javier Vazquez,320,,Starter,,R,NA,NA,NA,NA,3,16,23,6,'1,'2-5,'6-10,'11-16,'17,'18-20,','21-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2903,'00,1st,Base,228,Dodgers,Gary Sheffield,460,,LF-RF+0,,R,10,5,18,15,NA,NA,NA,NA,',','1-2,'3-5,'6-11,'12-17,',',','18-20,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2904,'00,DS,Base,228,Dodgers,Gary Sheffield,460,,LF-RF,,R,10,5,18,15,NA,NA,NA,NA,',','1-2,'3-5,'6-11,'12-17,',',','18-20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2905,'01,1st,Base,228,Dodgers,Jeff Shaw,170,,Closer,,R,NA,NA,NA,NA,3,17,NA,1,'1-4,'5-8,'9-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2906,'02,UL,Base,228,Yankees,Tino Martinez,170,,1B+0,,L,10,7,18,13,NA,NA,NA,NA,','1,'2-5,'6-7,'8-9,'10-16,','17,','18+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2907,'00,1st,Base,229,Dodgers,Ismael Valdes,180,,Starter,,R,NA,NA,NA,NA,3,16,20,6,'5-6,'1-4,'7-11,'12-16,','17-18,','19,','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2908,'01,1st,Base,229,Dodgers,Gary Sheffield,550,,LF-RF+1,,R,10,3,17,15,NA,NA,NA,NA,',','1,'2-3,'4-10,'11-15,','16,','17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2909,'01,P,Base,229,Dodgers,Gary Sheffield,550,,LF-RF+1,,R,10,3,17,15,NA,NA,NA,NA,',','1,'2-3,'4-10,'11-15,','16,','17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2910,'01,UL,Base,229,Dodgers,Gary Sheffield,550,,LF-RF+1,,R,10,3,17,15,NA,NA,NA,NA,',','1,'2-3,'4-10,'11-15,','16,','17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2911,'02,UL,Base,229,Yankees,Ramiro Mendoza,150,,Reliever,,R,NA,NA,NA,NA,2,19,25,2,'1-3,'4-8,'9-16,'17-19,','20-24,',',','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2912,'03,UL,Base,229,Phillies,Jeremy Giambi,300,,LF-RF+0,1B+0,L,13,6,20,8,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-13,'14-18,','19,','20+,NA,0,NA,NA,NA,0,NA,,,,,,,,,,
2913,'04,UL,Base,229,Yankees,Nick Johnson,230,,1B+0,,L,13,6,20,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-12,'13-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2914,'05,UL,Base,229,Yankees,Enrique Wilson,30,,IF+1,,S,9,8,20,12,NA,NA,NA,NA,','1,'2-5,'6-8,'9-11,'12-17,','18-19,','20+,NA,1,1,1,1,NA,NA,,,,,,,,,,
2915,'05,UL,Base,230,Athletics,Eric Byrnes,260,,OF+1,,R,10,6,20,16,NA,NA,NA,NA,','1-2,'3,'4-6,'7-9,'10-15,'16,'17-19,','20+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
2916,'00,1st,Base,230,Dodgers,Jose Vizcaino,80,,2B-SS+4,,S,6,3,NA,15,NA,NA,NA,NA,',','1-3,','4-6,'7-20,',',',',NA,NA,4,4,NA,NA,NA,,,,,,,,,,
2917,'01,1st,Base,230,Brewers,Juan Acevedo,90,,Reliever,,R,NA,NA,NA,NA,2,17,NA,1,'1-4,'5-8,'9-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2918,'02,UL,Base,230,Yankees,Mike Mussina,570,,Starter,,R,NA,NA,NA,NA,5,17,26,7,'1-3,'4-9,'10-14,'15-17,','18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2919,'03,UL,Base,230,Phillies,Doug Glanville,60,,CF+1,,R,8,6,20,14,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-16,'17,'18-19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
2920,'04,UL,Base,230,Yankees,Hideki Matsui,170,,LF-RF+0,,L,10,6,20,9,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-17,','18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2921,'03,UL,Base,231,Phillies,Mike Lieberthal,250,,C+6,,R,10,6,20,8,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-16,','17-19,','20+,6,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2922,'04,UL,Base,231,Yankees,Mike Mussina,510,,Starter,,R,NA,NA,NA,NA,5,16,25,7,'1,'2-6,'7-12,'13-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2923,'05,UL,Base,231,Athletics,Eric Chavez,360,G,3B+3,,L,12,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-12,'13-17,','18,','19+,NA,NA,NA,NA,3,NA,NA,,,1,,,,,,,
2924,'00,1st,Base,231,Dodgers,Devon White,290,,OF+1,,S,7,3,18,20,NA,NA,NA,NA,','1,'2,'3,'4-7,'8-14,'15-16,'17,','18-20,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
2925,'01,1st,Base,231,Brewers,Ron Belliard,190,,2B+3,,R,8,4,20,15,NA,NA,NA,NA,',','1-3,'4,'5-10,'11-16,','17-18,'19,'20+,NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
2926,'02,UL,Base,231,Yankees,Andy Pettitte,430,,Starter,,L,NA,NA,NA,NA,5,16,27,6,'1-2,'3-7,'8-13,'14-16,','17-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2927,'00,1st,Base,232,Dodgers,Eric Young,270,,2B+3,,R,9,5,NA,20,NA,NA,NA,NA,',','1-3,'4-5,'6-11,'12-16,'17-19,'20,',',NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
2928,'01,1st,Base,232,Brewers,Henry Blanco,160,,C+11,,R,7,6,19,10,NA,NA,NA,NA,','1-3,','4-6,'7-10,'11-15,','16-18,','19-20,11,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2929,'02,UL,Base,232,Yankees,Jorge Posada,250,,C+5,,S,11,7,19,11,NA,NA,NA,NA,','1-4,'5,'6-7,'8-11,'12-16,','17-18,','19+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2930,'03,UL,Base,232,Phillies,Jose Mesa,110,,Closer,,R,NA,NA,NA,NA,2,16,25,1,'1-3,'4-8,'9-14,'15-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2931,'04,UL,Base,232,Yankees,Andy Pettitte,330,20,Starter,,L,NA,NA,NA,NA,5,15,25,7,'1-2,'3-7,'8-14,'15,'16-17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,1,,
2932,'05,UL,Base,232,Athletics,Bobby Crosby,230,RY R,SS+4,,R,9,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-15,','16-18,','19+,NA,NA,NA,4,NA,NA,NA,1,1,,,,,,,,
2933,'05,UL,Base,233,Athletics,Erubiel Durazo,320,,1B+0,,L,12,6,20,10,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2934,'00,1st,Base,233,Brewers,Ron Belliard,270,,2B+2,,R,9,5,20,15,NA,NA,NA,NA,',','1-3,'4-5,'6-10,'11-17,','18-19,','20+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2935,'00,FS,Base,233,Brewers,Ron Belliard,270,,2B+2,,R,9,5,20,15,NA,NA,NA,NA,',','1-3,'4-5,'6-10,'11-17,','18-19,','20+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2936,'01,1st,Base,233,Brewers,Jeromy Burnitz,240,,LF-RF+1,,L,8,4,18,15,NA,NA,NA,NA,','1-2,'3,'4,'5-12,'13-15,','16-17,','18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2937,'02,UL,Base,233,Yankees,Mariano Rivera,300,,Closer,,R,NA,NA,NA,NA,5,18,27,1,'1-2,'3-9,'10-16,'17-18,','19-26,',',','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2938,'03,UL,Base,233,Phillies,Vincente Padilla,440,R,Starter,,R,NA,NA,NA,NA,4,16,24,7,'1-3,'4-6,'7-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
2939,'04,UL,Base,233,Yankees,Jorge Posada,380,S,C+6,,S,13,7,19,13,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-12,'13-17,','18,','19+,6,NA,NA,NA,NA,NA,NA,,,,1,,,,,,
2940,'03,UL,Base,234,Phillies,Jimmy Rollins,240,,SS+2,,S,9,6,20,18,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-13,'14-16,'17-18,'19,'20+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2941,'04,UL,Base,234,Yankees,Mariano Rivera,220,,Closer,,R,NA,NA,NA,NA,5,16,27,1,'1-2,'3-7,'8-15,'16,'17,'18-23,','24-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2942,'05,UL,Base,234,Athletics,Jermaine Dye,170,,LF-RF+0,,R,9,6,19,10,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2943,'00,1st,Base,234,Brewers,Sean Berry,30,,1B+0,,R,5,2,20,10,NA,NA,NA,NA,',','1,'2,'3-5,'6-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2944,'01,1st,Base,234,Brewers,Jeff D'Amico,530,,Starter,,R,NA,NA,NA,NA,3,17,NA,7,'1-3,'4-6,'7-12,'13-17,'18,'19-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2945,'01,AP,Base,234,Brewers,Jeff D'Amico,530,,Starter,,R,NA,NA,NA,NA,3,17,NA,7,'1-3,'4-6,'7-12,'13-17,'18,'19-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2946,'01,UL,Base,234,Brewers,Jeff D'Amico,530,,Starter,,R,NA,NA,NA,NA,3,17,NA,7,'1-3,'4-6,'7-12,'13-17,'18,'19-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2947,'02,UL,Base,234,Yankees,Alfonso Soriano,200,,2B+0,,R,9,7,19,19,NA,NA,NA,NA,','1-3,'4,'5-7,'8,'9-13,'14-15,'16-18,','19+,NA,NA,0,NA,NA,NA,NA,,,,,,,,,,
2948,'00,1st,Base,235,Brewers,Jeromy Burnitz,470,,LF-RF+1,,L,10,5,18,15,NA,NA,NA,NA,','1-3,','4-5,'6-13,'14-15,','16-17,','18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2949,'01,1st,Base,235,Brewers,Valerio de los Santos,100,,Reliever,,L,NA,NA,NA,NA,4,16,20,1,'1-4,'5-9,'10-13,'14-16,'17,'18-19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2950,'02,UL,Base,235,Yankees,Mike Stanton,100,,Reliever,,L,NA,NA,NA,NA,5,16,27,1,'1-3,'4-9,'10-13,'14-16,'17,'18-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
