"ID","Year","Edition","Expansion","Number","Team","Name","Points","Icons","Position1","Position2","Hand","OnBase","Out_H","HR_H","Speed","Control","Out_P","HR_P","IP","PU","SO","GB","FB","BB","Single","SinglePlus","Double","Triple","HR","Def_C","Def_1B","Def_2B","Def_SS","Def_3B","Def_LFRF","Def_CF","Icon_R","Icon_RY","Icon_G","Icon_S","Icon_SB","Icon_HR","Icon_V","Icon_20","Icon_CY","Icon_K","PU_n","SO_n","GB_n","FB_n","BB_n","Single_n","SinglePlus_n","Double_n","Triple_n","HR_n","WHIP_all","WHIP_350","oOBP_all","oOBP_350","oSLG_all","oSLG_350","oOPS_all","oOPS_350","BA_all","BA_350","OBP_all","OBP_350","SLG_all","SLG_350","OPS_all","OPS_350","Role","OPS_z"
2781,"'03","UL","Base","208","Yankees","Jorge Posada","280","S","C+4","","S",11,6,20,9,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'","'17-19","'","'20+",4,NA,NA,NA,NA,NA,NA,"","","","1","","","","","","",0,2,2,2,5,5,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.492190888061131,0.482131067606971,0.87467207821161,0.858095634536105,"Batter",0.40291818771086
2782,"'04","UL","Base","208","Expos","Endy Chavez","50","","CF+1","","L",9,6,21,16,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-16","'17-18","'19-20","'","'21+",NA,NA,NA,NA,NA,NA,1,"","","","","","","","","","",0,1,3,2,3,7,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.361095552706167,0.351975225172608,0.692280573226002,0.6762567212356,"Batter",-0.91621683816766
2783,"'05","UL","Base","208","Mets","Cliff Floyd","230","","LF-RF+0","","L",10,6,19,13,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-10","'11-15","'16","'17-18","'","'19+",NA,NA,NA,NA,NA,0,NA,"","","","","","","","","","",0,2,2,2,4,5,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.299202253881969,0.295443743329975,0.356833105335157,0.350123031496063,0.502608922584502,0.490895926612115,0.859442027919659,0.841018958108178,"Batter",0.292767812080214
2784,"'05","UL","Base","209","Mets","Tom Glavine","390","","Starter","","L",NA,NA,NA,NA,4,16,25,6,"'1-2","'3-5","'6-13","'14-16","'17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,8,3,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
2785,"'00","1st","Base","209","Royals","Jeff Montgomery","100","","Closer","","R",NA,NA,NA,NA,4,14,NA,1,"'3-5","'1-2","'6-11","'12-14","'15","'16-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,2,6,3,1,4,0,1,0,0,2.12557734694164,2.29628014206493,0.414700082169269,0.436385023194168,0.538184869202079,0.596121442888391,0.952884951371348,1.03250646608256,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-1.22568449528721
2786,"'01","1st","Base","209","Royals","Rey Sanchez","130","","SS+5","","R",7,4,NA,15,NA,NA,NA,NA,"'","'","'1-4","'","'5","'6-18","'19","'20","'","'",NA,NA,NA,5,NA,NA,NA,"","","","","","","","","","",0,0,4,0,1,13,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.255570799698308,0.250377623740821,0.297765047879617,0.289606299212598,0.304865483134958,0.294762509429452,0.602630531014575,0.584368808642051,"Batter",-1.56460509924327
2787,"'02","UL","Base","209","Expos","Javier Vazquez","410","","Starter","","R",NA,NA,NA,NA,3,18,24,7,"'1-3","'4-9","'10-14","'15-18","'","'19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,6,5,4,0,1,0,1,0,0,1.29199937694887,1.46641648895876,0.301025061626952,0.331479456593771,0.468173088641705,0.535953120858027,0.769198150268657,0.867432577451797,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.663881320335705
2788,"'03","UL","Base","209","Yankees","Mariano Rivera","230","","Closer","","R",NA,NA,NA,NA,5,16,26,1,"'1","'2-6","'7-13","'14-16","'17-19","'20-22","'","'23-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,5,7,3,3,1,0,0,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.29697818667121,0.362640839404277,0.612714628741875,0.704398626017929,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",1.29854711672478
2789,"'04","UL","Base","209","Expos","Zach Day","90","R","Starter","","R",NA,NA,NA,NA,2,16,27,6,"'1","'2-3","'4-13","'14-16","'17","'18-19","'","'20-26","'","'27+",NA,NA,NA,NA,NA,NA,NA,"1","","","","","","","","","",1,2,10,3,1,2,0,1,0,0,1.95876187145384,2.15661968413177,0.395010271158587,0.421106693174288,0.556308499189751,0.624492229168219,0.951318770348338,1.04559892234251,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.987130191943067
2790,"'03","UL","Base","210","Yankees","Alfonso Soriano","710","S,SB","2B+1","","R",11,6,18,23,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7","'8-11","'12-14","'15-17","'","'18+",NA,NA,1,NA,NA,NA,NA,"","","","","","","","","","",0,2,2,2,1,4,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.345973314125252,0.34170283250923,0.382481190150479,0.375964566929134,0.6417021919707,0.628214780827029,1.02418338212118,1.00417934775616,"Batter",1.48424923855911
2791,"'04","UL","Base","210","Expos","Vladimir Guerrero","520","","LF-RF+1","","R",13,6,19,16,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-15","'16","'17","'18","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,3,2,3,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.382796273659223,0.378852723892776,0.433777359781122,0.427647637795276,0.672661575472102,0.661406872987142,1.10643893525322,1.08905451078242,"Batter",2.07915732497495
2792,"'05","UL","Base","210","Mets","Richard Hidalgo","130","","LF-RF+1","","R",9,7,19,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-7","'8-10","'11-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,2,2,3,3,6,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.264609287390407,0.261167845686762,0.317246922024624,0.310777559055118,0.426686604448341,0.415523164033192,0.743933526472965,0.72630072308831,"Batter",-0.542640120197652
2793,"'00","1st","Base","210","Royals","Joe Randa","290","","3B+1","","R",8,3,1920,15,NA,NA,NA,NA,"'","'","'1","'2-3","'4-5","'6-15","'","'16-17","'18","'19-20",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,0,1,2,2,10,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.298172268298324,0.29260041647029,0.33985123119015,0.331451771653543,0.458300806534724,0.443974911901492,0.798152037724875,0.775426683555036,"Batter",-0.150508166195588
2794,"'01","1st","Base","210","Royals","Jose Santiago","290","","Reliever","","R",NA,NA,NA,NA,5,15,NA,2,"'1-2","'3-5","'6-12","'13-15","'16","'17-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,7,3,1,3,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.455438059830351,0.512586204547238,0.809949152681625,0.890932791691042,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.165030353703606
2795,"'02","UL","Base","210","Expos","Jose Vidro","270","","2B+1","","S",11,6,20,14,NA,NA,NA,NA,"'","'","'1-4","'5-6","'7-8","'9-16","'","'17-19","'","'20+",NA,NA,1,NA,NA,NA,NA,"","","","","","","","","","",0,0,4,2,2,8,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.339328367284826,0.335210223032783,0.382481190150479,0.375964566929134,0.492190888061131,0.482131067606971,0.87467207821161,0.858095634536105,"Batter",0.40291818771086
2796,"'00","1st","Base","211","Royals","Jose Rosado","450","","Starter","","L",NA,NA,NA,NA,4,16,NA,6,"'5-6","'1-4","'7-11","'12-16","'17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,5,5,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
2797,"'01","1st","Base","211","Royals","Jeff Suppan","240","","Starter","","R",NA,NA,NA,NA,1,17,NA,7,"'1-3","'4-6","'7-13","'14-17","'18","'19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,7,4,1,1,0,1,0,0,1.93961620223879,2.15510810564939,0.392665365653246,0.420967528164347,0.573265051025692,0.646572359150239,0.965930416678938,1.06753988731459,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-1.11959183354418
2798,"'02","UL","Base","211","Expos","Brad Wilkerson","160","","LF-RF+1","","L",11,6,20,13,NA,NA,NA,NA,"'","'1-4","'","'5-6","'7-13","'14-18","'","'19","'","'20+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,4,0,2,7,5,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.290769140374026,0.287764230704901,0.382481190150479,0.375964566929134,0.433919815768171,0.425195876813512,0.81640100591865,0.801160443742646,"Batter",-0.0185236577479445
2799,"'03","UL","Base","211","Yankees","Mike Stanton","140","","Reliever","","L",NA,NA,NA,NA,3,16,26,1,"'1-3","'4-6","'7-12","'13-16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,6,4,1,2,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.509060678919783,0.574316123954002,0.877639150571386,0.968973181608077,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.6673235319256
2800,"'04","UL","Base","211","Expos","Fernando Tatis","50","","3B+1","","R",9,8,23,11,NA,NA,NA,NA,"'","'1-2","'3-6","'7-8","'9-13","'14-20","'","'21-22","'","'23+",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,4,2,5,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.230720577323617,0.228334743942127,0.303308823529412,0.297273622047244,0.261615790897202,0.25559418456739,0.564924614426614,0.552867806614634,"Batter",-1.83731075654874
2801,"'05","UL","Base","211","Mets","Al Leiter","300","","Starter","","L",NA,NA,NA,NA,3,15,25,6,"'1-3","'4-7","'8-13","'14-15","'16-17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,6,2,2,2,0,1,0,0,2.01970381547673,2.20286055313549,0.402355176663928,0.426245858184228,0.516961662548397,0.581729264648876,0.919316839212325,1.0079751228331,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.697017206946679
2802,"'05","UL","Base","212","Mets","Braden Looper","180","","Closer","","R",NA,NA,NA,NA,4,16,27,1,"'1-2","'3-6","'7-15","'16","'17","'18-23","'","'24-26","'","'27+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,9,1,1,3,0,0,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.423626853373683,0.488149306665481,0.765773525518301,0.856356728799344,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.162774593254032
2803,"'00","1st","Base","212","Royals","Rey Sanchez","150","","SS+5","","R",7,4,NA,15,NA,NA,NA,NA,"'","'","'1-4","'","'","'5-17","'18","'19","'20","'",NA,NA,NA,5,NA,NA,NA,"","","","","","","","","","",0,0,4,0,0,13,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.257452504644669,0.252167926268795,0.297765047879617,0.289606299212598,0.323917745716858,0.312889322525184,0.621682793596475,0.602495621737782,"Batter",-1.42681081493161
2804,"'01","1st","Base","212","Royals","Mac Suzaki","320","","Starter","","R",NA,NA,NA,NA,2,17,NA,6,"'1-3","'4-7","'8-13","'14-17","'18","'19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,6,4,1,1,0,1,0,0,1.7150059163574,1.91024363473564,0.363733566146261,0.392017892644135,0.523385651808356,0.593764674988653,0.887119217954617,0.985782567632788,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.405130196342337
2805,"'02","UL","Base","212","Mets","Edgardo Alfonzo","160","","2B+2","","R",10,7,19,13,NA,NA,NA,NA,"'","'","'1","'2-7","'8-12","'13-17","'","'18","'","'19+",NA,NA,2,NA,NA,NA,NA,"","","","","","","","","","",0,0,1,6,5,5,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.26906573997408,0.266103192148872,0.340395006839945,0.334119094488189,0.451239864786964,0.440883623462508,0.791634871626909,0.775002717950697,"Batter",-0.197643157871723
2806,"'03","UL","Base","212","Yankees","Robin Ventura","260","","3B+2","","L",11,6,19,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-12","'13-17","'","'18","'","'19+",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,2,2,2,6,5,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.303255798722518,0.29996462873207,0.382481190150479,0.375964566929134,0.519245314482862,0.508565263332505,0.901726504633341,0.884529830261639,"Batter",0.598587615959591
2807,"'04","UL","Base","212","Expos","Javier Vazquez","560","","Starter","","R",NA,NA,NA,NA,5,16,24,7,"'1","'2-7","'8-12","'13-16","'17","'18-19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,6,5,4,1,2,0,1,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.414622637956027,0.473963913525567,0.730359080026692,0.815721700139218,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",1.01597627843343
2808,"'03","UL","Base","213","Yankees","Jeff Weaver","400","","Starter","","R",NA,NA,NA,NA,4,16,24,6,"'1-4","'5-7","'8-14","'15-16","'17","'18-19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,3,7,2,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
2809,"'04","UL","Base","213","Expos","Jose Vidro","330","S","2B+2","","S",12,6,20,10,NA,NA,NA,NA,"'","'1","'2-5","'6","'7-10","'11-17","'","'18-19","'","'20+",NA,NA,2,NA,NA,NA,NA,"","","","1","","","","","","",0,1,4,1,4,7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.347890983195664,0.344136807722467,0.4081292749658,0.401806102362205,0.506344288216283,0.497123590491591,0.914473563182083,0.898929692853796,"Batter",0.690779910824949
2810,"'05","UL","Base","213","Mets","Kazuo Matsui","160","","SS+3","","S",9,6,20,14,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-9","'10-15","'16","'17-19","'","'20+",NA,NA,NA,3,NA,NA,NA,"","","","","","","","","","",0,2,2,2,3,6,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.418487722980569,0.407579671675619,0.749672743500405,0.731861167738611,"Batter",-0.501131595978762
2811,"'00","1st","Base","213","Royals","Scott Service","70","","Reliever","","R",NA,NA,NA,NA,0,18,NA,1,"'7-8","'1-6","'9-13","'14-18","'19","'20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,6,5,5,1,1,0,0,0,0,1.96130562104648,2.19824686576292,0.395320460147905,0.425828363154407,0.567825071269712,0.648451250742165,0.963145531417617,1.07427961389657,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-1.30182306113907
2812,"'01","1st","Base","213","Royals","Mike Sweeney","380","","1B+0","","R",10,4,1920,15,NA,NA,NA,NA,"'","'","'1-2","'3-4","'5-9","'10-17","'","'18","'","'19-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,2,2,5,8,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.334818133954928,0.330118940180368,0.389709302325581,0.382130905511811,0.516992258767812,0.504899371494004,0.906701561093394,0.887030277005815,"Batter",0.634569397198231
2813,"'02","UL","Base","213","Mets","Kevin Appier","350","","Starter","","R",NA,NA,NA,NA,1,19,24,6,"'1-4","'5-9","'10-15","'16-19","'20-23","'","'","'","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,5,6,4,1,0,0,0,0,0,1.51203781658647,1.72195989111716,0.335111955628595,0.367789927104042,0.482391245723612,0.562284433453644,0.817503201352207,0.930074360557687,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.225972667239406
2814,"'00","1st","Base","214","Royals","Tim Spehr","260","","C+3","","R",7,4,1620,15,NA,NA,NA,NA,"'","'1-2","'","'3-4","'5-14","'","'","'15","'","'16-20",3,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,0,2,10,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.221700110663821,0.218152178237299,0.297765047879617,0.289606299212598,0.542901158849553,0.521235779218097,0.84066620672917,0.810842078430695,"Batter",0.156972872650546
2815,"'01","1st","Base","214","Royals","Gregg Zaun","250","","C+3","","S",9,4,20,15,NA,NA,NA,NA,"'","'","'1-2","'3-4","'5-11","'12-17","'18","'19","'","'20+",3,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,2,2,7,6,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.293620714122522,0.289275587875097,0.35906121751026,0.35128937007874,0.421010455739883,0.410023823170257,0.780071673250143,0.761313193248997,"Batter",-0.28127325890728
2816,"'02","UL","Base","214","Mets","Armando Benitez","120","","Closer","","R",NA,NA,NA,NA,2,19,21,1,"'1-2","'3-11","'12-14","'15-19","'20","'","'","'","'","'21+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,9,3,5,1,0,0,0,0,0,1.29295193357742,1.48196011055502,0.301180156121611,0.33384029158383,0.424617109664171,0.501582012449953,0.725797265785781,0.835422304033783,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.459418162178013
2817,"'03","UL","Base","214","Yankees","Rondell White","50","","LF-RF+2","","R",8,7,20,9,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-10","'11-17","'","'18-19","'","'20+",NA,NA,NA,NA,NA,2,NA,"","","","","","","","","","",0,2,3,2,3,7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.242103158027677,0.238659548784633,0.294098837209302,0.287436023622047,0.34242464530872,0.332497118684468,0.636523482518022,0.619933142306515,"Batter",-1.31947647079028
2818,"'04","UL","Base","214","Expos","Brad Wilkerson","170","","LF-RF+1","","L",11,6,20,13,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-12","'13-16","'17","'18-19","'","'20+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,2,2,2,6,4,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.303255798722518,0.29996462873207,0.382481190150479,0.375964566929134,0.478663674850265,0.468913969744204,0.861144865000744,0.844878536673338,"Batter",0.305083473586495
2819,"'05","UL","Base","214","Mets","Jason Phillips","60","","C+7","","R",9,6,20,8,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-10","'11-17","'","'18-19","'","'20+",7,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,2,4,7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.274857889225121,0.271097211133728,0.331185020519836,0.324281496062992,0.392866218393782,0.382756258058203,0.724051238913618,0.707037754121195,"Batter",-0.686437507670234
2820,"'05","UL","Base","215","Mets","Mike Piazza","310","","C+5","1B+0","R",10,5,19,8,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-10","'11-16","'","'17-18","'","'19+",5,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,2,2,5,6,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.312900669294646,0.308780357503203,0.373271203830369,0.366126968503937,0.516992258767812,0.504899371494004,0.890263462598182,0.871026339997941,"Batter",0.515681889331095
2821,"'00","1st","Base","215","Royals","Jeff Suppan","460","","Starter","","R",NA,NA,NA,NA,5,15,NA,6,"'3-4","'1-2","'5-11","'12-15","'16","'17-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,2,7,4,1,3,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.455438059830351,0.512586204547238,0.809949152681625,0.890932791691042,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.294453772311358
2822,"'01","1st","Base","215","Dodgers","Terry Adams","210","","Reliever","","R",NA,NA,NA,NA,3,17,NA,1,"'1-2","'3-6","'7-15","'16-17","'18","'19-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,9,2,1,2,0,0,0,0,1.50993380551142,1.6875861688634,0.334801766639277,0.363068257123923,0.437951826262256,0.507597857700132,0.772753592901533,0.870666114824055,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.110979049755314
2823,"'02","UL","Base","215","Mets","Alex Escobar","180","","CF+2","LF-RF+1","R",9,6,19,12,NA,NA,NA,NA,"'","'1-5","'","'6","'7-9","'10-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,1,2,"","","","","","","","","","",0,5,0,1,3,7,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.443084367383884,0.431410148748338,0.77426938790372,0.75569164481133,"Batter",-0.323237920754948
2824,"'03","UL","Base","215","Yankees","Bernie Williams","460","S","CF+1","","S",13,6,20,12,NA,NA,NA,NA,"'","'1-2","'3-5","'6","'7-10","'11-17","'","'18-19","'","'20+",NA,NA,NA,NA,NA,NA,1,"","","","1","","","","","","",0,2,3,1,4,7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.372235347852511,0.368483339918714,0.433777359781122,0.427647637795276,0.544170311490449,0.535246034636054,0.977947671271571,0.962893672431329,"Batter",1.14985238365668
2825,"'04","UL","Base","215","Mets","Tony Clark","50","","1B+0","","S",9,7,19,8,NA,NA,NA,NA,"'","'1-3","'4-5","'6-7","'8-11","'12-16","'","'17-18","'","'19+",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,3,2,2,4,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.257435266106106,0.254217289873886,0.317246922024624,0.310777559055118,0.427711464631812,0.416516100577888,0.744958386656436,0.727293659633006,"Batter",-0.535227883729993
2826,"'03","UL","Base","216","Athletics","Eric Chavez","310","S,G","3B+3","","L",10,7,19,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-7","'8-11","'12-16","'","'17-18","'","'19+",NA,NA,NA,NA,3,NA,NA,"","","","","","","","","","",0,2,2,3,4,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.278654630762954,0.275438822070132,0.340395006839945,0.334119094488189,0.471787487905979,0.460888544722351,0.812182494745924,0.79500763921054,"Batter",-0.0490337730378023
2827,"'04","UL","Base","216","Mets","Cliff Floyd","230","","LF-RF+1","","L",11,7,19,13,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8-11","'12-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,3,3,4,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.299873995419801,0.296660354266378,0.363543091655267,0.35746062992126,0.515863511180146,0.505260988866813,0.879406602835413,0.862721618788073,"Batter",0.437160337654388
2828,"'05","UL","Base","216","Mets","Jose Reyes","60","","2B+2","","S",9,7,21,17,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8","'9-15","'16-17","'18-20","'","'21+",NA,NA,2,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,3,1,7,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.276691849553439,0.272874044950554,0.317246922024624,0.310777559055118,0.36627379363318,0.356992167714233,0.683520715657804,0.667769726769351,"Batter",-0.979571954080703
2829,"'00","1st","Base","216","Royals","Mike Sweeney","340","","1B+0","","R",9,4,1920,15,NA,NA,NA,NA,"'","'","'1-3","'4","'5-8","'9-15","'","'16-18","'","'19-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,3,1,4,7,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.309703135463152,0.304857053653413,0.35906121751026,0.35128937007874,0.497401957107873,0.484035785617258,0.856463174618132,0.835325155695999,"Batter",0.271223443951294
2830,"'01","1st","Base","216","Dodgers","Adrian Beltre","280","","3B+2","","R",8,3,1820,15,NA,NA,NA,NA,"'","'","'1","'2-3","'4-7","'8-14","'15","'16-17","'","'18-20",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,0,1,2,4,7,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.293406393925319,0.288015442717009,0.33985123119015,0.331451771653543,0.490867614750258,0.475305565882245,0.830718845940409,0.806757337535788,"Batter",0.0850292147891756
2831,"'02","UL","Base","216","Mets","John Franco","50","","Reliever","","L",NA,NA,NA,NA,1,19,21,1,"'1-2","'3-9","'10-16","'17-19","'20","'","'","'","'","'21+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,7,7,3,1,0,0,0,0,0,1.51203781658647,1.72195989111716,0.335111955628595,0.367789927104042,0.482391245723612,0.562284433453644,0.817503201352207,0.930074360557687,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.221085121519819
2832,"'00","1st","Base","217","Royals","Jay Witasick","280","","Starter","","R",NA,NA,NA,NA,3,15,NA,6,"'4-5","'1-3","'6-11","'12-15","'16-17","'18-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,6,4,2,3,0,0,0,0,2.01970381547673,2.20286055313549,0.402355176663928,0.426245858184228,0.47943199031248,0.546516846348223,0.881787166976408,0.972762704532451,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.356792575126082
2833,"'01","1st","Base","217","Dodgers","Kevin Brown","570","","Starter","","R",NA,NA,NA,NA,4,17,NA,7,"'1-2","'3-7","'8-14","'15-17","'","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,5,7,3,0,2,0,1,0,0,1.32195677747279,1.48424578942509,0.305869967132293,0.334118621603711,0.454175657594589,0.516941876324924,0.760045624726881,0.851060497928635,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.746853391424004
2834,"'01","AP","Base","217","Dodgers","Kevin Brown","570","","Starter","","R",NA,NA,NA,NA,4,17,NA,7,"'1-2","'3-7","'8-14","'15-17","'","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,5,7,3,0,2,0,1,0,0,1.32195677747279,1.48424578942509,0.305869967132293,0.334118621603711,0.454175657594589,0.516941876324924,0.760045624726881,0.851060497928635,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.746853391424004
